identifiant;nom_etablissement;dechet;annee;code_operation_eliminatio_valorisation;libelle_operation_eliminatio_valorisation;code_departement;pays;code_dechet;libelle_dechet;quantite;unite
0003012705;Knauf Insulation Lannemezan;Production de déchets non dangereux;2020;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);51;;01 04 99;Déchets non spécifiés ailleurs.;5615;tonnes/an
0003012705;Knauf Insulation Lannemezan;Production de déchets non dangereux;2020;D9 ;D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.);57;;10 01 26;Déchets provenant de l'épuration des eaux de refroidissement;23;tonnes/an
0003012705;Knauf Insulation Lannemezan;Production de déchets non dangereux;2020;D9 ;D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.);57;;10 11 16;Déchets solides provenant de l'épuration des fumées autres que ceux visés à la rubrique 10 11 15;635;tonnes/an
0003012705;Knauf Insulation Lannemezan;Production de déchets non dangereux;2020;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;51;;05 06 99;Déchets non spéficiés ailleurs.;758;tonnes/an
0003012705;Knauf Insulation Lannemezan;Production de déchets non dangereux;2020;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;57;;15 01 03;Emballages en bois;158;tonnes/an
0003012705;Knauf Insulation Lannemezan;Production de déchets non dangereux;2020;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;57;;20 03 01;Déchets municipaux en mélange;24;tonnes/an
0003012913;GCM ENVIRONNEMENT;Production de déchets non dangereux;2020;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);55;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;90;tonnes/an
0003012913;GCM ENVIRONNEMENT;Production de déchets non dangereux;2020;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;59;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;83;tonnes/an
0003012913;GCM ENVIRONNEMENT;Production de déchets non dangereux;2020;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;67;;17 09 04;Déchets de construction et de démolition en mélange autres que ceux visés aux rubriques 17 09 01, 17 09 02 et 17 09 03.;17;tonnes/an
0003012913;GCM ENVIRONNEMENT;Production de déchets non dangereux;2020;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;67;;17 02 01;Bois;3;tonnes/an
