identifiant;nom_etablissement;dechet;annee;code_operation_eliminatio_valorisation;libelle_operation_eliminatio_valorisation;code_departement;pays;code_dechet;libelle_dechet;quantite;unite
0003300469;Solvay Opérations France;Production de déchets non dangereux;2017;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);21;"";07 02 13;Déchets plastiques;521;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2017;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);21;"";10 01 05;Déchets solides de réactions basées sur le calcium, provenant de la désulfuration des gaz de fumée;26.7;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2017;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);53;"";10 01 05;Déchets solides de réactions basées sur le calcium, provenant de la désulfuration des gaz de fumée;243;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2017;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);39;"";12 01 17;Déchets de grenaillage autres que ceux visés à la rubrique 12 01 16;32.3;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2017;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);39;"";15 02 03;Absorbants, matériaux filtrants, chiffons d'essuyage et vêtements de protection autres que ceux visés à la rubrique 15 02 02.;90.6;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2017;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);39;"";17 01 01;Béton;5;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2017;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);39;"";17 01 02;Briques;25;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2017;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);39;"";20 03 04;Boues de fosses septiques;8;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2017;D9 ;D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.);53;"";10 01 05;Déchets solides de réactions basées sur le calcium, provenant de la désulfuration des gaz de fumée;564;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2017;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;38;"";10 01 25;Déchets provenant du stockage et de la préparation des combustibles des centrales à charbon;21.5;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2017;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;39;"";17 04 07;Métaux en mélange;325;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2017;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);21;"";20 01 38;Bois autres que ceux visés à la rubrique 20 01 37;43.3;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2017;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;21;"";17 04 05;Fer et acier;215;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2017;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;21;"";17 04 07;Métaux en mélange;22.8;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2017;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;21;"";10 01 02;Cendres volantes de charbon;4330;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2017;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;30;"";10 01 02;Cendres volantes de charbon;3310;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2017;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;39;"";10 01 02;Cendres volantes de charbon;295;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2017;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;54;"";10 01 02;Cendres volantes de charbon;572;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2017;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;70;"";10 01 02;Cendres volantes de charbon;2040;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2017;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;21;"";10 01 05;Déchets solides de réactions basées sur le calcium, provenant de la désulfuration des gaz de fumée;248;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2017;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;39;"";15 01 03;Emballages en bois;178;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2017;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;21;"";15 01 05;Emballages composites;424;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2017;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;71;"";20 01 02;Verre;4.07;t/an
0005100009;SUEZ RV NORD EST;Production de déchets non dangereux;2017;D8 ;D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12;02;"";19 07 03;Lixiviats de décharges autres que ceux visés à la rubrique 19 07 02.;1660;t/an
0005100009;SUEZ RV NORD EST;Production de déchets non dangereux;2017;D8 ;D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12;60;"";19 07 03;Lixiviats de décharges autres que ceux visés à la rubrique 19 07 02.;665;t/an
0005100096;MATERNE;Production de déchets non dangereux;2017;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);80;"";02 03 04;Matières impropres à la consommation ou à la transformation;3730;t/an
0005100096;MATERNE;Production de déchets non dangereux;2017;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);02;"";15 01 03;Emballages en bois;288;t/an
0005100096;MATERNE;Production de déchets non dangereux;2017;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);80;"";19 08 12;Boues provenant du traitement biologique des eaux usées industrielles autres que celles visées à la rubrique 19 08 11;637;t/an
0005100096;MATERNE;Production de déchets non dangereux;2017;D8 ;D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12;02;"";19 08 01;Déchets de dégrillage;169;t/an
0005100096;MATERNE;Production de déchets non dangereux;2017;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;02;"";15 01 01;Emballages en papier/carton;270;t/an
0005100096;MATERNE;Production de déchets non dangereux;2017;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;02;"";15 01 02;Emballages en matières plastiques;63.8;t/an
0005100096;MATERNE;Production de déchets non dangereux;2017;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;02;"";15 01 04;Emballages métalliques;357;t/an
0005100096;MATERNE;Production de déchets non dangereux;2017;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;02;"";20 03 01;Déchets municipaux en mélange;1330;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2017;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;59;"";20 03 04;Boues de fosses septiques;8.52;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2017;D8 ;D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12;62;"";02 05 01;Matières impropres à la consommation ou à la transformation;37.1;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2017;D8 ;D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12;62;"";02 05 02;Boues provenant du traitement in situ des effluents;413;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2017;D8 ;D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12;59;"";20 01 25;Huiles et matières grasses alimentaires;41.2;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2017;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;59;"";20 03 01;Déchets municipaux en mélange;214;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2017;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);59;"";19 08 02;Déchets de dessablage;60.9;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2017;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);59;"";19 08 09;Mélanges de graisse et d'huile provenant de la séparation huile/eaux usées ne contenant que des huiles et graisses alimentaires;55.4;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2017;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);35;"";02 05 01;Matières impropres à la consommation ou à la transformation;2220;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2017;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);59;"";02 05 01;Matières impropres à la consommation ou à la transformation;176;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2017;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);59;"";02 05 02;Boues provenant du traitement in situ des effluents;33;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2017;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);02;"";15 01 03;Emballages en bois;403;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2017;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;02;"";15 01 04;Emballages métalliques;24.9;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2017;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;02;"";16 01 17;Métaux ferreux;434;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2017;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;02;"";17 04 07;Métaux en mélange;117;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2017;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;59;"";15 01 01;Emballages en papier/carton;323;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2017;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;59;"";15 01 02;Emballages en matières plastiques;128;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2017;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;60;"";15 01 02;Emballages en matières plastiques;14.1;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2017;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;62;"";15 01 02;Emballages en matières plastiques;29.8;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2017;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;59;"";20 02 02;Terres et pierres;8.34;t/an
0005100114;TEREOS FRANCE (BUCY);Production de déchets non dangereux;2017;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);02;"";20 01 99;Autres fractions non spécifiées ailleurs.;190;t/an
0005100114;TEREOS FRANCE (BUCY);Production de déchets non dangereux;2017;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;62;"";19 09 05;Résines échangeuses d'ions saturées ou usées;10.2;t/an
0005100114;TEREOS FRANCE (BUCY);Production de déchets non dangereux;2017;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);51;"";17 01 01;Béton;135;t/an
0005100114;TEREOS FRANCE (BUCY);Production de déchets non dangereux;2017;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);51;"";16 03 06;Déchets d'origine organique autres que ceux visés à la rubrique 16 03 05.;5420;t/an
0005100114;TEREOS FRANCE (BUCY);Production de déchets non dangereux;2017;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;02;"";17 04 05;Fer et acier;92.1;t/an
0005100114;TEREOS FRANCE (BUCY);Production de déchets non dangereux;2017;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;02;"";15 01 01;Emballages en papier/carton;9.86;t/an
0005100114;TEREOS FRANCE (BUCY);Production de déchets non dangereux;2017;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;02;"";19 12 01;Papier et carton;18.5;t/an
0005100114;TEREOS FRANCE (BUCY);Production de déchets non dangereux;2017;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;02;"";19 12 04;Matières plastiques et caoutchouc;5.99;t/an
0005100143;WEPA GREENFIELD SAS;Production de déchets non dangereux;2017;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);02;"";20 03 01;Déchets municipaux en mélange;7.14;t/an
0005100143;WEPA GREENFIELD SAS;Production de déchets non dangereux;2017;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;02;"";15 01 02;Emballages en matières plastiques;16.7;t/an
0005100143;WEPA GREENFIELD SAS;Production de déchets non dangereux;2017;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;80;"";20 01 99;Autres fractions non spécifiées ailleurs.;0.034;t/an
