identifiant;nom_etablissement;dechet;annee;code_operation_eliminatio_valorisation;libelle_operation_eliminatio_valorisation;code_departement;pays;code_dechet;libelle_dechet;quantite;unite
00       87187001;ABATTOIR MUNICIPAL DE SAINT-YRIEIX;Production de déchets non dangereux;2011;D10;D10 Incinération à terre;79;"";5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);1126.0;t/an
00       87187001;ABATTOIR MUNICIPAL DE SAINT-YRIEIX;Production de déchets non dangereux;2011;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);24;"";5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);1655.2;t/an
00       87187001;ABATTOIR MUNICIPAL DE SAINT-YRIEIX;Production de déchets non dangereux;2011;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);79;"";5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);2976.8;t/an
00       76278001;ALLIANCE ELABORES;Production de déchets non dangereux;2011;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;76;"";02 02 04;Boues provenant du traitement in situ des effluents;6384;t/an
00       49003604;CHARAL;Production de déchets non dangereux;2011;D10;D10 Incinération à terre;79;"";02 02 03;Matières impropres à la consommation ou à la transformation;30200;t/an
00       49003604;CHARAL;Production de déchets non dangereux;2011;D10;D10 Incinération à terre;44;"";18 01 02;Déchets anatomiques et organes, y compris sacs de sang et réserves de sang (sauf rubrique 18 01 03);1.2;t/an
00       49003604;CHARAL;Production de déchets non dangereux;2011;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;49;"";15 01 02;Emballages en matières plastiques;1130;t/an
00       49003604;CHARAL;Production de déchets non dangereux;2011;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;49;"";02 02 04;Boues provenant du traitement in situ des effluents;22400;t/an
00       75624001;CONSERVERIE DE BERGERAC;Production de déchets non dangereux;2011;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);24;"";9;Déchets banals des entreprises;1128;t/an
00       75624001;CONSERVERIE DE BERGERAC;Production de déchets non dangereux;2011;D8 ;D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12;24;"";5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);12924;t/an
00       75624001;CONSERVERIE DE BERGERAC;Production de déchets non dangereux;2011;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;24;"";4;Déchets de bois;84;t/an
00       25041001;Coopérative des MONTS DE JOUX;Production de déchets non dangereux;2011;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;25;"";2;Boues d'effluents industriels;16600;t/an
