identifiant;nom_etablissement;dechet;annee;code_operation_eliminatio_valorisation;libelle_operation_eliminatio_valorisation;code_departement;pays;code_dechet;libelle_dechet;quantite_admise;quantite_traitee;unite
0006400414;SUEZ RV ENERGIE;Traitement de déchets non dangereux;2006;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;08;Déchets provenant de la fabrication, de la formulation, de la distribution et de l'utilisation (FFDU) de produits de revêtement (peintures, vernis et émaux vitrifiés), mastics et encres d'impression :;257272.000;258000.000;t/an
0006000416;PAPREC CRV Brive;Traitement de déchets non dangereux;2006;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;;;12;Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :;32168.000;32160.000;t/an
0010001570;TERRALIA;Traitement de déchets non dangereux;2006;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;09;Dechets provenant de l'industrie photographique :;34776.000;34800.000;t/an
0006105179;SUEZ Organique - Inveko;Traitement de déchets non dangereux;2006;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;02;Déchets provenant de l'agriculture, de l'horticulture, de l'aquaculture, de la sylviculture, de la chasse et de la pêche ainsi que de la préparation et de la transformation des aliments :;564.000;564.000;t/an
0005900201;NICOLLIN (Corcelles-Ferrières);Traitement de déchets non dangereux;2006;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;04;Déchets provenant des industries du cuir, de la fourrure et du textile :;153.420;153.400;t/an
0006602335;CAMARGUE COMPOSTAGE;Traitement de déchets non dangereux;2006;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;02;Déchets provenant de l'agriculture, de l'horticulture, de l'aquaculture, de la sylviculture, de la chasse et de la pêche ainsi que de la préparation et de la transformation des aliments :;2728.000;2720.000;t/an
0006301051;APROCHIM SA;Traitement de déchets non dangereux;2006;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;09;Dechets provenant de l'industrie photographique :;242.930;242.000;t/an
0018300043;SVLR (ISDND) VEOLIA PROPRETE;Traitement de déchets non dangereux;2006;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;11;Déchets provenant du traitement chimique de surface et du revêtement des métaux et autres matériaux, et de l'hydrométallurgie des métaux non ferreux :;115288.000;115200.000;t/an
0006503175;SITA Ile-de-France;Traitement de déchets non dangereux;2006;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;09;Dechets provenant de l'industrie photographique :;50846.280;50800.000;t/an
0006401567;LAFARGEHOLCIM CIMENTS;Traitement de déchets non dangereux;2006;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;06;Déchets des procédés de la chimie minérale :;14908.000;14900.000;t/an
0006201196;SUEZ RV Nord Est;Traitement de déchets non dangereux;2006;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;02;Déchets provenant de l'agriculture, de l'horticulture, de l'aquaculture, de la sylviculture, de la chasse et de la pêche ainsi que de la préparation et de la transformation des aliments :;106.040;106.000;t/an
0010003855;SETRAD - ISDND Saint Laurent;Traitement de déchets non dangereux;2006;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;14;Déchets de solvants organiques, d'agents réfrigérants et propulseurs (sauf chapitres 07 et 08) :;157268.000;157200.000;t/an
0006301109;SOTREMO;Traitement de déchets non dangereux;2006;D10;D10 Incinération à terre;;;01;Déchets provenant de l'exploration et de l'exploitation des mines et des carrières ainsi que du traitement physique et chimique des minéraux :;1650.420;1650.000;t/an
0024900044;COVED_ ISDND de Champigny;Traitement de déchets non dangereux;2006;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;08;Déchets provenant de la fabrication, de la formulation, de la distribution et de l'utilisation (FFDU) de produits de revêtement (peintures, vernis et émaux vitrifiés), mastics et encres d'impression :;23261.580;23200.000;t/an
0006506841;METAL CONCEPT;Traitement de déchets non dangereux;2006;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;04;Déchets provenant des industries du cuir, de la fourrure et du textile :;86.000;86.000;t/an
0006205385;FSM;Traitement de déchets non dangereux;2006;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;;09;Dechets provenant de l'industrie photographique :;110.000;640.000;t/an
0005302210;SUEZ RV NORMANDIE;Traitement de déchets non dangereux;2006;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;10;Dechets provenant de procedes thermiques :;35.920;35.920;t/an
0007000463;SUEZ RV NORD EST - ISDND Hersin-Coupigny;Traitement de déchets non dangereux;2006;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;15;Emballages et déchets d'emballages, absorbants, chiffons d'essuyage, matériaux filtrants et vêtements de protection non spécifiés ailleurs :;33139.200;33120.000;t/an
0010001408;TRISALID;Traitement de déchets non dangereux;2006;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;08;Déchets provenant de la fabrication, de la formulation, de la distribution et de l'utilisation (FFDU) de produits de revêtement (peintures, vernis et émaux vitrifiés), mastics et encres d'impression :;20020.000;20000.000;t/an
0005901990;SERTRID;Traitement de déchets non dangereux;2006;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;10;Dechets provenant de procedes thermiques :;22776.000;22760.000;t/an
0006700413;TREDI Strasbourg;Traitement de déchets non dangereux;2006;D10;D10 Incinération à terre;;;15;Emballages et déchets d'emballages, absorbants, chiffons d'essuyage, matériaux filtrants et vêtements de protection non spécifiés ailleurs :;51.600;51.600;t/an
0007100036;Distillerie Riviere du Mat;Traitement de déchets non dangereux;2006;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);"";"";10;Dechets provenant de procedes thermiques :;60.000;60.000;t/an
0006002862;SAUR FRANCE;Traitement de déchets non dangereux;2006;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;05;Déchets provenant du raffinage du pétrole, de la purification du gaz naturel et du traitement pyrolytique du charbon :;494.000;494.000;t/an
0005600010;LUCANE;Traitement de déchets non dangereux;2006;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;09;Dechets provenant de l'industrie photographique :;7476.000;7480.000;t/an
0006301310;BRANGEON Services;Traitement de déchets non dangereux;2006;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;13;Huiles et combustibles liquides usagés (sauf huiles alimentaires et huiles figurant aux chapitres 05, 12 et 19) :;3520.000;3520.000;t/an
0005401231;SUEZ RV Centre Est (ex. SITA CENTRE EST);Traitement de déchets non dangereux;2006;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;11;Déchets provenant du traitement chimique de surface et du revêtement des métaux et autres matériaux, et de l'hydrométallurgie des métaux non ferreux :;2461.040;2460.000;t/an
0007206220;SUEZ ORGANIQUE ex terralys FERTI 17;Traitement de déchets non dangereux;2006;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;05;Déchets provenant du raffinage du pétrole, de la purification du gaz naturel et du traitement pyrolytique du charbon :;5311.600;5320.000;t/an
0006102435;LAFARGE CIMENTS;Traitement de déchets non dangereux;2006;D10;D10 Incinération à terre;;;01;Déchets provenant de l'exploration et de l'exploitation des mines et des carrières ainsi que du traitement physique et chimique des minéraux :;103.360;103.400;t/an
0006804810;TRIGONE;Traitement de déchets non dangereux;2006;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;08;Déchets provenant de la fabrication, de la formulation, de la distribution et de l'utilisation (FFDU) de produits de revêtement (peintures, vernis et émaux vitrifiés), mastics et encres d'impression :;43526.000;43600.000;t/an
0010003850;CENTRE de TRANSFERT de Choussy;Traitement de déchets non dangereux;2006;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;05;Déchets provenant du raffinage du pétrole, de la purification du gaz naturel et du traitement pyrolytique du charbon :;7760.000;5760.000;t/an
0006400568;VALSUD;Traitement de déchets non dangereux;2006;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;12;Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :;25552.000;25560.000;t/an
0006505082;SERIVEL;Traitement de déchets non dangereux;2006;D10;D10 Incinération à terre;;;08;Déchets provenant de la fabrication, de la formulation, de la distribution et de l'utilisation (FFDU) de produits de revêtement (peintures, vernis et émaux vitrifiés), mastics et encres d'impression :;341540.000;306000.000;t/an
0010000690;INOVA OPERATIONS SAS;Traitement de déchets non dangereux;2006;D10;D10 Incinération à terre;;;08;Déchets provenant de la fabrication, de la formulation, de la distribution et de l'utilisation (FFDU) de produits de revêtement (peintures, vernis et émaux vitrifiés), mastics et encres d'impression :;37974.000;38000.000;t/an
0006804704;Communauté d'agglomération l'Albigeois;Traitement de déchets non dangereux;2006;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;11;Déchets provenant du traitement chimique de surface et du revêtement des métaux et autres matériaux, et de l'hydrométallurgie des métaux non ferreux :;590.400;592.000;t/an
0005901183;OGF;Traitement de déchets non dangereux;2006;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;09;Dechets provenant de l'industrie photographique :;96.040;96.000;t/an
0005102122;SUEZ ENVIRONNEMENT;Traitement de déchets non dangereux;2006;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;08;Déchets provenant de la fabrication, de la formulation, de la distribution et de l'utilisation (FFDU) de produits de revêtement (peintures, vernis et émaux vitrifiés), mastics et encres d'impression :;51913.660;52000.000;t/an
0005100437;MRVO;Traitement de déchets non dangereux;2006;D9 ;D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.);;;15;Emballages et déchets d'emballages, absorbants, chiffons d'essuyage, matériaux filtrants et vêtements de protection non spécifiés ailleurs :;144000.000;144000.000;t/an
0016500127;SICTOM VELAY PILAT;Traitement de déchets non dangereux;2006;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;09;Dechets provenant de l'industrie photographique :;9464.000;9460.000;t/an
0024900044;COVED_ ISDND de Champigny;Traitement de déchets non dangereux;2006;D7 ;D7 Immersion, y compris enfouissement dans le sous-sol marin;;;11;Déchets provenant du traitement chimique de surface et du revêtement des métaux et autres matériaux, et de l'hydrométallurgie des métaux non ferreux :;1412.960;1412.000;t/an
0006802412;SETMI;Traitement de déchets non dangereux;2006;D10;D10 Incinération à terre;;;08;Déchets provenant de la fabrication, de la formulation, de la distribution et de l'utilisation (FFDU) de produits de revêtement (peintures, vernis et émaux vitrifiés), mastics et encres d'impression :;500000.000;392000.000;t/an
0007202968;INTERNATIONAL PAPER;Traitement de déchets non dangereux;2006;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;15;Emballages et déchets d'emballages, absorbants, chiffons d'essuyage, matériaux filtrants et vêtements de protection non spécifiés ailleurs :;4820.000;4800.000;t/an
0005401201;COM COM Sénonais UIOM;Traitement de déchets non dangereux;2006;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;09;Dechets provenant de l'industrie photographique :;2874.920;2880.000;t/an
0006804812;SMPEPTDG TRIGONE;Traitement de déchets non dangereux;2006;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;08;Déchets provenant de la fabrication, de la formulation, de la distribution et de l'utilisation (FFDU) de produits de revêtement (peintures, vernis et émaux vitrifiés), mastics et encres d'impression :;24044.000;24000.000;t/an
0005401296;Usine de Frangey;Traitement de déchets non dangereux;2006;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;01;Déchets provenant de l'exploration et de l'exploitation des mines et des carrières ainsi que du traitement physique et chimique des minéraux :;1134.120;1134.000;t/an
0016400362;SUEZ RV Centre Est;Traitement de déchets non dangereux;2006;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;05;Déchets provenant du raffinage du pétrole, de la purification du gaz naturel et du traitement pyrolytique du charbon :;2932.960;2940.000;t/an
0006103249;SUEZ Organique (site de Fertisère);Traitement de déchets non dangereux;2006;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;02;Déchets provenant de l'agriculture, de l'horticulture, de l'aquaculture, de la sylviculture, de la chasse et de la pêche ainsi que de la préparation et de la transformation des aliments :;16917.280;16920.000;t/an
0006510511;GENERIS Compostage Samoreau;Traitement de déchets non dangereux;2006;D8 ;D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12;;;04;Déchets provenant des industries du cuir, de la fourrure et du textile :;15364.000;15360.000;t/an
0006503289;CALCIA gargenville (cimenterie);Traitement de déchets non dangereux;2006;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;06;Déchets des procédés de la chimie minérale :;10707.640;10700.000;t/an
0005401258;CHEZE SAS;Traitement de déchets non dangereux;2006;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;09;Dechets provenant de l'industrie photographique :;93644.960;93600.000;t/an
0005800310;NORVAL;Traitement de déchets non dangereux;2006;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;;11;Déchets provenant du traitement chimique de surface et du revêtement des métaux et autres matériaux, et de l'hydrométallurgie des métaux non ferreux :;100960.000;100800.000;t/an
0005401201;COM COM Sénonais UIOM;Traitement de déchets non dangereux;2006;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;08;Déchets provenant de la fabrication, de la formulation, de la distribution et de l'utilisation (FFDU) de produits de revêtement (peintures, vernis et émaux vitrifiés), mastics et encres d'impression :;33824.920;33800.000;t/an
