identifiant;nom_etablissement;dechet;annee;code_operation_eliminatio_valorisation;libelle_operation_eliminatio_valorisation;code_departement;pays;code_dechet;libelle_dechet;quantite_admise;quantite_traitee;unite
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2005;R2 ;R2 Récupération ou régénération des solvants;;;07 01 03*;Solvants, liquides de lavage et liqueurs mères organiques halogénés;46.360;46.360;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2005;R2 ;R2 Récupération ou régénération des solvants;;;07 01 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;2245.020;2245.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2005;R2 ;R2 Récupération ou régénération des solvants;;;07 02 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;217.360;217.400;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2005;R2 ;R2 Récupération ou régénération des solvants;;;07 05 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;5611.680;5616.560;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2005;R2 ;R2 Récupération ou régénération des solvants;;;07 06 03*;Solvants, liquides de lavage et liqueurs mères organiques halogénés;2.400;2.400;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2005;R2 ;R2 Récupération ou régénération des solvants;;;07 06 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;25.320;25.320;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2005;R2 ;R2 Récupération ou régénération des solvants;;;07 07 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;1871.220;1871.200;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2005;R2 ;R2 Récupération ou régénération des solvants;;;08 01 11*;Déchets de peintures et vernis contenant des solvants organiques ou d'autres substances dangereuses;2567.620;2564.920;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2005;R2 ;R2 Récupération ou régénération des solvants;;;08 01 13*;Boues provenant de peintures ou vernis contenant des solvants organiques ou autres substances dangereuses;14.600;14.600;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2005;R2 ;R2 Récupération ou régénération des solvants;;;08 01 17*;Déchets provenant du décapage de peintures ou vernis contenant des solvants organiques ou autres substances dangereuses;33.880;33.920;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2005;R2 ;R2 Récupération ou régénération des solvants;;;08 03 12*;Déchets d'encres contenant des substances dangereuses;50.640;50.720;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2005;R2 ;R2 Récupération ou régénération des solvants;;;12 03 01*;Liquides aqueux de nettoyage;6.800;6.800;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2005;R2 ;R2 Récupération ou régénération des solvants;;;14 06 03*;Autres solvants et mélanges de solvants;2281.780;2280.840;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2005;R2 ;R2 Récupération ou régénération des solvants;;;20 01 13*;Solvants;342.040;341.600;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2005;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;07 01 03*;Solvants, liquides de lavage et liqueurs mères organiques halogénés;4.660;4.660;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2005;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;07 01 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;145.940;145.900;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2005;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;07 05 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;72.280;72.200;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2005;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;07 06 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;217.160;218.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2005;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;07 07 01*;Eaux de lavage et liqueurs mères aqueuses;146.020;146.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2005;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;07 07 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;25.360;25.400;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2005;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;07 07 08*;Autres résidus de réaction et résidus de distillation;140.960;141.040;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2005;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;08 01 11*;Déchets de peintures et vernis contenant des solvants organiques ou d'autres substances dangereuses;260.880;261.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2005;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;08 01 13*;Boues provenant de peintures ou vernis contenant des solvants organiques ou autres substances dangereuses;2.720;2.720;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2005;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;08 01 19*;Suspensions aqueuses contenant de la peinture ou du vernis contenant des solvants organiques ou autres substances dangereuses;1134.040;1134.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2005;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;08 03 12*;Déchets d'encres contenant des substances dangereuses;6.520;6.520;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2005;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;08 03 14*;Boues d'encre contenant des substances dangereuses;125.740;125.800;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2005;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;13 03 08*;Huiles isolantes et fluides caloporteurs synthétiques;12.760;12.760;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2005;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;13 05 07*;Eau mélangée à des hydrocarbures provenant de séparateurs eau/hydrocarbures;13.560;13.560;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2005;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;14 06 03*;Autres solvants et mélanges de solvants;790.700;791.100;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2005;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;16 03 05*;Déchets d'origine organique contenant des substances dangereuses;2.040;2.040;t/an
0005100164;DSM Composite Resins France;Traitement de déchets dangereux;2005;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;07 01 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;678.000;678.000;t/an
0005100164;DSM Composite Resins France;Traitement de déchets dangereux;2005;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;07 01 08*;Autres résidus de réaction et résidus de distillation;500.000;500.000;t/an
0005100177;Société Picardie Régénération;Traitement de déchets dangereux;2005;R2 ;R2 Récupération ou régénération des solvants;;;07 01 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;2681.400;2681.560;t/an
0005100177;Société Picardie Régénération;Traitement de déchets dangereux;2005;R2 ;R2 Récupération ou régénération des solvants;;;07 02 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;76.360;76.400;t/an
0005100177;Société Picardie Régénération;Traitement de déchets dangereux;2005;R2 ;R2 Récupération ou régénération des solvants;;;07 03 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;276.400;276.000;t/an
0005100177;Société Picardie Régénération;Traitement de déchets dangereux;2005;R2 ;R2 Récupération ou régénération des solvants;;;07 05 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;1121.680;1122.720;t/an
0005100177;Société Picardie Régénération;Traitement de déchets dangereux;2005;R2 ;R2 Récupération ou régénération des solvants;;;07 06 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;554.760;554.000;t/an
0005100177;Société Picardie Régénération;Traitement de déchets dangereux;2005;R2 ;R2 Récupération ou régénération des solvants;;;07 07 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;939.480;939.640;t/an
0005100177;Société Picardie Régénération;Traitement de déchets dangereux;2005;R2 ;R2 Récupération ou régénération des solvants;;;08 01 11*;Déchets de peintures et vernis contenant des solvants organiques ou d'autres substances dangereuses;28610.020;28626.280;t/an
0005100177;Société Picardie Régénération;Traitement de déchets dangereux;2005;R2 ;R2 Récupération ou régénération des solvants;;;08 03 12*;Déchets d'encres contenant des substances dangereuses;1266.540;1267.680;t/an
0005100177;Société Picardie Régénération;Traitement de déchets dangereux;2005;R2 ;R2 Récupération ou régénération des solvants;;;14 06 03*;Autres solvants et mélanges de solvants;461.450;461.560;t/an
0005100177;Société Picardie Régénération;Traitement de déchets dangereux;2005;R2 ;R2 Récupération ou régénération des solvants;;;19 02 08*;Déchets combustibles liquides contenant des substances dangereuses;33.360;33.400;t/an
0005100185;ARKEMA Usine de Chauny;Traitement de déchets dangereux;2005;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;07 01 01*;Eaux de lavage et liqueurs mères aqueuses;42100.000;42000.000;t/an
0005100185;ARKEMA Usine de Chauny;Traitement de déchets dangereux;2005;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;07 01 08*;Autres résidus de réaction et résidus de distillation;1090.000;1090.000;t/an
0005100190;DSP France SAS  (ex DOW FRANCE);Traitement de déchets dangereux;2005;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;07 07 11*;Boues provenant du traitement in situ des effluents contenant des substances dangereuses;49300.000;49200.000;t/an
0005101315;REMONDIS FRANCE SAS;Traitement de déchets dangereux;2005;D9 ;D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.);;;09 01 01*;Bains de développement aqueux contenant un activateur;9178.000;8320.000;t/an
0005101367;CSDU de MOULIN SOUS TOUVENT;Traitement de déchets dangereux;2005;D9 ;D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.);;;19 07 02*;Lixiviats de décharges contenant des substances dangereuses;9000.000;9000.000;t/an
0005101423;AXIMUM (ex PROSIGN);Traitement de déchets dangereux;2005;R2 ;R2 Récupération ou régénération des solvants;;;08 01 11*;Déchets de peintures et vernis contenant des solvants organiques ou d'autres substances dangereuses;16.600;16.600;t/an
0005101423;AXIMUM (ex PROSIGN);Traitement de déchets dangereux;2005;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;08 01 11*;Déchets de peintures et vernis contenant des solvants organiques ou d'autres substances dangereuses;63.320;63.400;t/an
0005101473;HUTTENES ALBERTUS FRANCE;Traitement de déchets dangereux;2005;D10;D10 Incinération à terre;;;07 01 01*;Eaux de lavage et liqueurs mères aqueuses;804.000;804.000;t/an
0005101506;BOSTIK;Traitement de déchets dangereux;2005;D10;D10 Incinération à terre;;;07 07 01*;Eaux de lavage et liqueurs mères aqueuses;233240.000;234000.000;t/an
0005101670;FRANCOLOR PIGMENTS;Traitement de déchets dangereux;2005;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;13 03 01*;Huiles isolantes et fluides caloporteurs contenant des pcb;5.520;5.520;t/an
0005101670;FRANCOLOR PIGMENTS;Traitement de déchets dangereux;2005;D10;D10 Incinération à terre;;;06 04 05*;Déchets contenant d'autres métaux lourds;13.600;13.600;t/an
0005101670;FRANCOLOR PIGMENTS;Traitement de déchets dangereux;2005;D10;D10 Incinération à terre;;;15 02 02*;Absorbants, matériaux filtrants (y compris les filtres à huile non spécifiés ailleurs), chiffons d'essuyage et vêtements de protection contaminés par des substances dangereuses;138.500;138.400;t/an
0005101670;FRANCOLOR PIGMENTS;Traitement de déchets dangereux;2005;D10;D10 Incinération à terre;;;16 05 06*;Produits chimiques de laboratoire à base de ou contenant des substances dangereuses, y compris les mélanges de produits chimiques de laboratoire;1.240;1.240;t/an
0005101670;FRANCOLOR PIGMENTS;Traitement de déchets dangereux;2005;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;07 03 11*;Boues provenant du traitement in situ des effluents contenant des substances dangereuses;12.400;12.400;t/an
0005101670;FRANCOLOR PIGMENTS;Traitement de déchets dangereux;2005;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;17 06 05*;Matériaux de construction contenant de l'amiante.;4.520;4.520;t/an
0005101670;FRANCOLOR PIGMENTS;Traitement de déchets dangereux;2005;D9 ;D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.);;;07 03 08*;Autres résidus de réaction et résidus de distillation;36.840;36.800;t/an
0005101670;FRANCOLOR PIGMENTS;Traitement de déchets dangereux;2005;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;07 07 01*;Eaux de lavage et liqueurs mères aqueuses;11.000;11.000;t/an
0005101670;FRANCOLOR PIGMENTS;Traitement de déchets dangereux;2005;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;08 01 11*;Déchets de peintures et vernis contenant des solvants organiques ou d'autres substances dangereuses;9.280;9.280;t/an
0005101670;FRANCOLOR PIGMENTS;Traitement de déchets dangereux;2005;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;15 01 10*;Emballages contenant des résidus de substances dangereuses ou contaminés par de tels résidus;2.000;2.000;t/an
0005101670;FRANCOLOR PIGMENTS;Traitement de déchets dangereux;2005;R9 ;R9 Régénération ou autres réemplois des huiles;;;13 02 05*;Huiles moteur, de boîte de vitesses et de lubrification non chlorées à base minérale;0.600;0.600;t/an
0005101908;ATX (ex MARTIN ET LUNEL);Traitement de déchets dangereux;2005;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;20 01 21*;Tubes fluorescents et autres déchets contenant du mercure;0.236;0.236;t/an
0005101908;ATX (ex MARTIN ET LUNEL);Traitement de déchets dangereux;2005;D9 ;D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.);;;12 01 09*;émulsions et solutions d'usinage sans halogènes;21.120;21.200;t/an
0005101938;Boasso Global France;Traitement de déchets dangereux;2005;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;06 05 02*;Boues provenant du traitement in situ des effluents contenant des substances dangereuses;800.000;142.600;t/an
0005102011;PARICHE Gérard SAS;Traitement de déchets dangereux;2005;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;11 01 09*;Boues et gâteaux de filtration contenant des substances dangereuses;360.000;360.000;t/an
0005102389;PPG AC FRANCEex SIGMAKALON GRAND PUBLIC;Traitement de déchets dangereux;2005;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;19 02 05*;Boues provenant des traitements physico;358.000;358.000;t/an
0005102389;PPG AC FRANCEex SIGMAKALON GRAND PUBLIC;Traitement de déchets dangereux;2005;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;08 01 11*;Déchets de peintures et vernis contenant des solvants organiques ou d'autres substances dangereuses;476.000;476.000;t/an
0005102389;PPG AC FRANCEex SIGMAKALON GRAND PUBLIC;Traitement de déchets dangereux;2005;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;08 01 13*;Boues provenant de peintures ou vernis contenant des solvants organiques ou autres substances dangereuses;60.000;60.000;t/an
0005102389;PPG AC FRANCEex SIGMAKALON GRAND PUBLIC;Traitement de déchets dangereux;2005;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;14 06 03*;Autres solvants et mélanges de solvants;14.000;14.000;t/an
0005102590;ORTEC SERVICES ENVIRONNEMENT-TRD;Traitement de déchets dangereux;2005;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;06 07 02*;Déchets de charbon actif utilisé pour la production du chlore;982.520;982.000;t/an
0005102590;ORTEC SERVICES ENVIRONNEMENT-TRD;Traitement de déchets dangereux;2005;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;07 01 01*;Eaux de lavage et liqueurs mères aqueuses;1434.340;1434.000;t/an
0005102590;ORTEC SERVICES ENVIRONNEMENT-TRD;Traitement de déchets dangereux;2005;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;07 06 01*;Eaux de lavage et liqueurs mères aqueuses;414.040;414.000;t/an
0005102590;ORTEC SERVICES ENVIRONNEMENT-TRD;Traitement de déchets dangereux;2005;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;08 01 11*;Déchets de peintures et vernis contenant des solvants organiques ou d'autres substances dangereuses;220.800;220.000;t/an
0005102590;ORTEC SERVICES ENVIRONNEMENT-TRD;Traitement de déchets dangereux;2005;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;08 01 19*;Suspensions aqueuses contenant de la peinture ou du vernis contenant des solvants organiques ou autres substances dangereuses;369.560;370.000;t/an
0005102590;ORTEC SERVICES ENVIRONNEMENT-TRD;Traitement de déchets dangereux;2005;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;09 01 13*;Déchets liquides aqueux provenant de la récupération in situ de l'argent autres que ceux visés à la rubrique 09 01 06;439.400;440.000;t/an
0005102590;ORTEC SERVICES ENVIRONNEMENT-TRD;Traitement de déchets dangereux;2005;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;12 03 01*;Liquides aqueux de nettoyage;6150.080;6160.000;t/an
0005102590;ORTEC SERVICES ENVIRONNEMENT-TRD;Traitement de déchets dangereux;2005;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;13 02 08*;Autres huiles moteur, de boîte de vitesses et de lubrification.;568.880;568.000;t/an
0005102590;ORTEC SERVICES ENVIRONNEMENT-TRD;Traitement de déchets dangereux;2005;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;13 05 02*;Boues provenant de séparateurs eau/hydrocarbures;387.840;388.000;t/an
