identifiant;nom_etablissement;dechet;annee;code_operation_eliminatio_valorisation;libelle_operation_eliminatio_valorisation;code_departement;pays;code_dechet;libelle_dechet;quantite_admise;quantite_traitee;unite
00       59611104;COMPOST DU MAZE;Traitement de déchets non dangereux;2010;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;"";02 01 03;Déchets de tissus végétaux;1096.000;1096.000;t/an
00       59611104;COMPOST DU MAZE;Traitement de déchets non dangereux;2010;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;"";02 01 99;Déchets non spécifiés ailleurs.;344.000;344.000;t/an
00       59611104;COMPOST DU MAZE;Traitement de déchets non dangereux;2010;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;"";02 03 04;Matières impropres à la consommation ou à la transformation;772.000;772.000;t/an
00       59611104;COMPOST DU MAZE;Traitement de déchets non dangereux;2010;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;"";02 06 01;Matières impropres à la consommation ou à la transformation;14.560;14.560;t/an
00       59611104;COMPOST DU MAZE;Traitement de déchets non dangereux;2010;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;"";03 01 01;Déchets d'écorce et de liège;13.000;13.000;t/an
00       59611104;COMPOST DU MAZE;Traitement de déchets non dangereux;2010;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;"";03 01 05;Sciure de bois, copeaux, chutes, bois, panneaux de particules et placages autres que ceux visés à la rubrique 03 01 04;206.000;206.000;t/an
00       59611104;COMPOST DU MAZE;Traitement de déchets non dangereux;2010;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;"";19 05 01;Fraction non compostée des déchets municipaux et assimilés;1370.000;1370.000;t/an
00       59611104;COMPOST DU MAZE;Traitement de déchets non dangereux;2010;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;"";19 08 12;Boues provenant du traitement biologique des eaux usées industrielles autres que celles visées à la rubrique 19 08 11;870.000;870.000;t/an
00       59611104;COMPOST DU MAZE;Traitement de déchets non dangereux;2010;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;"";19 09 03;Boues de décarbonatation;80.200;80.200;t/an
00       59611104;COMPOST DU MAZE;Traitement de déchets non dangereux;2010;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;"";20 01 08;Déchets de cuisine et de cantine biodégradables;4340.000;4340.000;t/an
00       59611104;COMPOST DU MAZE;Traitement de déchets non dangereux;2010;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;"";20 01 25;Huiles et matières grasses alimentaires;1738.000;1738.000;t/an
00       59611104;COMPOST DU MAZE;Traitement de déchets non dangereux;2010;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;"";20 02 01;Déchets biodégradables;18280.000;18280.000;t/an
00       38014085;Dauphiné Compost;Traitement de déchets non dangereux;2010;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;"";03 03 10;Refus fibreux, boues de fibres, de charge et de couchage provenant d'une séparation mécanique;54.400;54.400;t/an
00       38014085;Dauphiné Compost;Traitement de déchets non dangereux;2010;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;"";03 03 11;Boues provenant du traitement in situ des effluents autres que celles visées à la rubrique 03 03 10;2040.000;2040.000;t/an
00       38014085;Dauphiné Compost;Traitement de déchets non dangereux;2010;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;"";19 08 05;Boues provenant du traitement des eaux usées urbaines;17280.000;17280.000;t/an
00       08158001;GAEC DU CHATEAU D'ETREPIGNY;Traitement de déchets non dangereux;2010;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;"";5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);2564.000;2564.000;t/an
00       08158001;GAEC DU CHATEAU D'ETREPIGNY;Traitement de déchets non dangereux;2010;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;"";7;Fèces, urines et fumier animaux;6520.000;6520.000;t/an
