identifiant;nom_etablissement;dechet;annee;code_operation_eliminatio_valorisation;libelle_operation_eliminatio_valorisation;code_departement;pays;code_dechet;libelle_dechet;quantite;unite
00       19073001;CHARAL;Production de déchets non dangereux;2013;D10;D10 Incinération à terre;15;"";02 01 02;Déchets de tissus animaux;3110;t/an
00       19073001;CHARAL;Production de déchets non dangereux;2013;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);06;"";02 02 02;Déchets de tissus animaux;4050;t/an
00       19073001;CHARAL;Production de déchets non dangereux;2013;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);22;"";02 02 02;Déchets de tissus animaux;404;t/an
00       19073001;CHARAL;Production de déchets non dangereux;2013;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);36;"";02 02 02;Déchets de tissus animaux;27.3;t/an
00       19073001;CHARAL;Production de déchets non dangereux;2013;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);45;"";02 02 02;Déchets de tissus animaux;748;t/an
00       19073001;CHARAL;Production de déchets non dangereux;2013;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);79;"";02 02 02;Déchets de tissus animaux;28.7;t/an
00       19073001;CHARAL;Production de déchets non dangereux;2013;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);85;"";02 02 02;Déchets de tissus animaux;3.43;t/an
00       75624001;CONSERVERIE DE BERGERAC;Production de déchets non dangereux;2013;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);24;"";02 03 04;Matières impropres à la consommation ou à la transformation;486;t/an
00       75624001;CONSERVERIE DE BERGERAC;Production de déchets non dangereux;2013;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;24;"";19 09 01;Déchets solides de première filtration et de dégrillage;56;t/an
00       75624001;CONSERVERIE DE BERGERAC;Production de déchets non dangereux;2013;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;17;"";15 01 03;Emballages en bois;88;t/an
00       75624001;CONSERVERIE DE BERGERAC;Production de déchets non dangereux;2013;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);24;"";02 01 03;Déchets de tissus végétaux;4728;t/an
