identifiant;nom_etablissement;dechet;annee;code_operation_eliminatio_valorisation;libelle_operation_eliminatio_valorisation;code_departement;pays;code_dechet;libelle_dechet;quantite;unite
0003100819;BIOCENTRE DU SUD OUEST (ex O.G.D.);Production de déchets non dangereux;2018;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);16;"";17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;9550;t/an
0003100819;BIOCENTRE DU SUD OUEST (ex O.G.D.);Production de déchets non dangereux;2018;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);33;"";17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;3530;t/an
0003100819;BIOCENTRE DU SUD OUEST (ex O.G.D.);Production de déchets non dangereux;2018;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;33;"";17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;344;t/an
0003100819;BIOCENTRE DU SUD OUEST (ex O.G.D.);Production de déchets non dangereux;2018;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;82;"";17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;116;t/an
0003102037;Déchèterie d'Arue;Production de déchets non dangereux;2018;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);40;"";20 02 02;Terres et pierres;424;t/an
0003102037;Déchèterie d'Arue;Production de déchets non dangereux;2018;D10;D10 Incinération à terre;33;"";20 02 03;Autres déchets non biodégradables.;280;t/an
0003102037;Déchèterie d'Arue;Production de déchets non dangereux;2018;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);40;"";20 01 01;Papier et carton;65;t/an
0003102037;Déchèterie d'Arue;Production de déchets non dangereux;2018;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);33;"";20 01 34;Piles et accumulateurs autres que ceux visés à la rubrique 20 01 33;0.853;t/an
0003102037;Déchèterie d'Arue;Production de déchets non dangereux;2018;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);40;"";20 01 38;Bois autres que ceux visés à la rubrique 20 01 37;290;t/an
0003102037;Déchèterie d'Arue;Production de déchets non dangereux;2018;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);40;"";20 01 40;Métaux;82.4;t/an
0003102037;Déchèterie d'Arue;Production de déchets non dangereux;2018;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);40;"";20 02 01;Déchets biodégradables;860;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2018;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);21;"";07 02 13;Déchets plastiques;391;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2018;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);21;"";10 01 02;Cendres volantes de charbon;3910;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2018;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);30;"";10 01 02;Cendres volantes de charbon;1570;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2018;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);54;"";10 01 02;Cendres volantes de charbon;67.7;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2018;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);70;"";10 01 02;Cendres volantes de charbon;1770;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2018;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);21;"";10 01 05;Déchets solides de réactions basées sur le calcium, provenant de la désulfuration des gaz de fumée;1130;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2018;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);53;"";10 01 05;Déchets solides de réactions basées sur le calcium, provenant de la désulfuration des gaz de fumée;68.6;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2018;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);21;"";12 01 05;Déchets de matières plastiques d'ébarbage et de tournage;48.6;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2018;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);39;"";17 01 01;Béton;45.2;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2018;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);21;"";17 02 03;Matières plastiques;1.37;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2018;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);21;"";20 01 39;Matières plastiques;43.1;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2018;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;13;"";16 01 17;Métaux ferreux;183;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2018;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;69;"";16 01 17;Métaux ferreux;34.7;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2018;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;10;"";16 02 14;équipements mis au rebut autres que ceux visés aux rubriques 16 02 09 à 16 02 13;0.0352;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2018;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;13;"";15 01 01;Emballages en papier/carton;78.7;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2018;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;39;"";15 01 03;Emballages en bois;169;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2018;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;13;"";17 02 01;Bois;47.3;t/an
0003300469;Solvay Opérations France;Production de déchets non dangereux;2018;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;39;"";20 01 01;Papier et carton;2.75;t/an
0003700770;SECHE ECO SERVICES;Production de déchets non dangereux;2018;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);13;"";17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;2625;t/an
0003700770;SECHE ECO SERVICES;Production de déchets non dangereux;2018;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);31;"";17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;6074;t/an
0003700770;SECHE ECO SERVICES;Production de déchets non dangereux;2018;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;31;"";17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;40000;t/an
0003700770;SECHE ECO SERVICES;Production de déchets non dangereux;2018;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);82;"";17 09 04;Déchets de construction et de démolition en mélange autres que ceux visés aux rubriques 17 09 01, 17 09 02 et 17 09 03.;28.4;t/an
0003700770;SECHE ECO SERVICES;Production de déchets non dangereux;2018;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);40;"";19 12 12;Autres déchets (y compris mélanges) provenant du traitement mécanique des déchets autres que ceux visés à la rubrique 19 12 11.;5840;t/an
