identifiant;nom_etablissement;dechet;annee;code_operation_eliminatio_valorisation;libelle_operation_eliminatio_valorisation;code_departement;pays;code_dechet;libelle_dechet;quantite_admise;quantite_traitee;unite
00       30006004;ROYAL CANIN (SA);Traitement de déchets dangereux;2008;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;;;07 07 03*;Solvants, liquides de lavage et liqueurs mères organiques halogénés;0.200;0.200;t/an
00       30006004;ROYAL CANIN (SA);Traitement de déchets dangereux;2008;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;;;08 03 12*;Déchets d'encres contenant des substances dangereuses;5.000;5.000;t/an
00       30006004;ROYAL CANIN (SA);Traitement de déchets dangereux;2008;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);;;13 01 11*;Huiles hydrauliques synthétiques;5.000;5.000;t/an
00       30006004;ROYAL CANIN (SA);Traitement de déchets dangereux;2008;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;20 01 21*;Tubes fluorescents et autres déchets contenant du mercure;0.320;0.320;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2008;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;14 06 03*;Autres solvants et mélanges de solvants;2480.000;2480.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2008;D12;D12 Stockage permanent (par exemple, placement de conteneurs dans une mine, etc.);;;20 01 19*;Pesticides;26.000;26.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2008;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;07 05 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;24.000;24.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2008;D9 ;D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.);;;07 01 01*;Eaux de lavage et liqueurs mères aqueuses;398.000;398.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2008;D9 ;D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.);;;07 01 03*;Solvants, liquides de lavage et liqueurs mères organiques halogénés;298.000;298.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2008;D9 ;D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.);;;08 03 12*;Déchets d'encres contenant des substances dangereuses;214.000;214.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2008;D9 ;D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.);;;13 07 03*;Autres combustibles (y compris mélanges).;86.000;86.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2008;R2 ;R2 Récupération ou régénération des solvants;;;06 10 02*;Déchets contenant des substances dangereuses;156.000;156.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2008;R2 ;R2 Récupération ou régénération des solvants;;;07 01 01*;Eaux de lavage et liqueurs mères aqueuses;144.000;144.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2008;R2 ;R2 Récupération ou régénération des solvants;;;07 01 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;13284.000;13280.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2008;R2 ;R2 Récupération ou régénération des solvants;;;07 02 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;1312.000;1312.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2008;R2 ;R2 Récupération ou régénération des solvants;;;07 04 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;184.000;184.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2008;R2 ;R2 Récupération ou régénération des solvants;;;07 05 03*;Solvants, liquides de lavage et liqueurs mères organiques halogénés;626.000;626.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2008;R2 ;R2 Récupération ou régénération des solvants;;;07 05 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;1878.000;1878.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2008;R2 ;R2 Récupération ou régénération des solvants;;;07 07 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;1642.000;1642.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2008;R2 ;R2 Récupération ou régénération des solvants;;;08 01 11*;Déchets de peintures et vernis contenant des solvants organiques ou d'autres substances dangereuses;1914.000;1914.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2008;R2 ;R2 Récupération ou régénération des solvants;;;08 01 17*;Déchets provenant du décapage de peintures ou vernis contenant des solvants organiques ou autres substances dangereuses;78.000;78.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2008;R2 ;R2 Récupération ou régénération des solvants;;;11 01 98*;Autres déchets contenant des substances dangereuses;12.000;12.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2008;R2 ;R2 Récupération ou régénération des solvants;;;12 03 01*;Liquides aqueux de nettoyage;10.000;10.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2008;R2 ;R2 Récupération ou régénération des solvants;;;13 01 13*;Autres huiles hydrauliques.;14.000;14.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2008;R2 ;R2 Récupération ou régénération des solvants;;;16 03 05*;Déchets d'origine organique contenant des substances dangereuses;30.000;30.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2008;R2 ;R2 Récupération ou régénération des solvants;;;19 02 04*;Déchets prémélangés contenant au moins un déchet dangereux;16.000;16.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2008;R2 ;R2 Récupération ou régénération des solvants;;;20 01 13*;Solvants;1042.000;1042.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2008;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;07 04 01*;Eaux de lavage et liqueurs mères aqueuses;198.000;198.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2008;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;07 04 08*;Autres résidus de réaction et résidus de distillation;94.000;94.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2008;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;07 07 01*;Eaux de lavage et liqueurs mères aqueuses;42.000;42.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2008;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;07 07 03*;Solvants, liquides de lavage et liqueurs mères organiques halogénés;120.000;120.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2008;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;07 07 08*;Autres résidus de réaction et résidus de distillation;32.000;32.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2008;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;08 03 14*;Boues d'encre contenant des substances dangereuses;326.000;326.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2008;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;14 06 02*;Autres solvants et mélanges de solvants halogénés;306.000;306.000;t/an
0005100049;SUEZ RR IWS Chemical France;Traitement de déchets dangereux;2008;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;16 07 08*;Déchets contenant des hydrocarbures;50.000;50.000;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2008;D10;D10 Incinération à terre;;;07 01 01*;Eaux de lavage et liqueurs mères aqueuses;1673.120;1672.800;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2008;D10;D10 Incinération à terre;;;07 01 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;766.640;766.000;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2008;D10;D10 Incinération à terre;;;07 01 08*;Autres résidus de réaction et résidus de distillation;1459.280;1460.000;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2008;D10;D10 Incinération à terre;;;07 06 01*;Eaux de lavage et liqueurs mères aqueuses;2957.840;2958.200;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2008;D10;D10 Incinération à terre;;;07 06 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;229.160;230.000;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2008;D10;D10 Incinération à terre;;;07 06 08*;Autres résidus de réaction et résidus de distillation;1121.680;1122.000;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2008;D10;D10 Incinération à terre;;;07 06 11*;Boues provenant du traitement in situ des effluents contenant des substances dangereuses;465.680;464.800;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2008;D10;D10 Incinération à terre;;;07 07 01*;Eaux de lavage et liqueurs mères aqueuses;599.240;598.600;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2008;D10;D10 Incinération à terre;;;08 01 19*;Suspensions aqueuses contenant de la peinture ou du vernis contenant des solvants organiques ou autres substances dangereuses;139.120;139.200;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2008;D10;D10 Incinération à terre;;;08 03 12*;Déchets d'encres contenant des substances dangereuses;1287.520;1287.400;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2008;D10;D10 Incinération à terre;;;08 04 09*;Déchets de colles et mastics contenant des solvants organiques ou d'autres substances dangereuses;76.480;76.400;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2008;D10;D10 Incinération à terre;;;12 01 09*;émulsions et solutions d'usinage sans halogènes;1298.620;1299.200;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2008;D10;D10 Incinération à terre;;;12 01 10*;Huiles d'usinage de synthèse;48.440;48.400;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2008;D10;D10 Incinération à terre;;;13 05 07*;Eau mélangée à des hydrocarbures provenant de séparateurs eau/hydrocarbures;2527.960;2528.000;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2008;D10;D10 Incinération à terre;;;14 06 03*;Autres solvants et mélanges de solvants;342.400;342.400;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2008;D10;D10 Incinération à terre;;;16 07 08*;Déchets contenant des hydrocarbures;222.180;222.000;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2008;D10;D10 Incinération à terre;;;16 07 09*;Déchets contenant d'autres substances dangereuses;47.560;47.600;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2008;D10;D10 Incinération à terre;;;16 10 01*;Déchets liquides aqueux contenant des substances dangereuses;8492.600;8496.600;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2008;D10;D10 Incinération à terre;;;19 02 08*;Déchets combustibles liquides contenant des substances dangereuses;605.080;605.200;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2008;D10;D10 Incinération à terre;;;19 11 03*;Déchets liquides aqueux;8209.800;8200.000;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2008;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;07 01 01*;Eaux de lavage et liqueurs mères aqueuses;259.760;260.200;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2008;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;07 01 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;85.920;86.000;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2008;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;07 01 08*;Autres résidus de réaction et résidus de distillation;330.200;331.000;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2008;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;07 06 01*;Eaux de lavage et liqueurs mères aqueuses;216.240;216.400;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2008;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;07 06 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;15.400;15.400;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2008;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;07 06 11*;Boues provenant du traitement in situ des effluents contenant des substances dangereuses;94.680;94.600;t/an
0005100154;ARF SA;Traitement de déchets dangereux;2008;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;07 07 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;424.840;424.000;t/an
